20130308,8,381,208
20130309,8,389,211
20130312,3,392,213
20130318,3,395,203
20130321,25,420,218
20130322,33,453,218
20130323,20,473,218
20130324,13,486,218
20130401,3,489,221
20130402,28,517,241
20130403,5,522,246
20130405,13,535,224
20130406,18,553,234
20130407,5,558,241
20130408,5,563,236
20130409,28,591,257
20130411,13,604,267
20130414,8,612,262
20130415,13,625,259
20130416,20,645,267
20130418,13,658,274
20130419,13,671,274
20130420,13,684,274
20130421,13,697,277
20130423,3,700,277
20130502,5,705,239
20130521,10,715,198
20131004,10,725,0
20131011,3,728,0
20131014,5,733,0
20131119,5,738,0
20131120,10,748,0
20131202,5,753,66
20131203,33,786,76
20131204,10,796,97
20131207,20,816,99
20131208,3,819,99
20131209,5,824,99
20131219,25,849,86
20131220,3,852,104
20131221,13,865,109
20131222,20,885,109
20131223,5,890,127
20120101,3,3,81
20120102,3,6,81
20120107,18,24,97
20120108,13,37,97
20120117,8,45,94
20120119,36,81,94
20120120,36,117,94
20120122,56,173,86
20120124,10,183,86
20120127,23,206,152
20120203,3,209,127
20120209,5,214,127
20120212,8,222,127
20120213,23,245,127
20120214,3,248,127
20120216,8,256,127
20120219,8,264,147
20120220,13,277,147
20120221,10,287,147
20120222,15,302,147
20120223,23,325,147
20120224,5,330,147
20120226,8,338,147
20120228,18,356,147
20120229,28,384,147
20120301,36,420,147
20120302,36,456,147
20120303,10,466,147
20120304,3,469,147
20120318,38,507,147
20120319,61,568,147
20120320,15,583,147
20120327,10,593,147
20120402,20,613,147
20120407,28,641,147
20120414,10,651,147
20120415,8,659,147
20120419,8,667,147
20120427,15,682,109
20120502,10,692,102
20120503,10,702,91
20121109,13,715,0
20121112,18,733,0
20121117,3,736,0
20121201,5,741,0
20121202,5,746,0
20121203,13,759,0
20121205,3,762,0
20121206,5,767,76
20121207,3,770,76
20121209,28,798,102
20121210,15,813,102
20121211,18,831,117
20121214,3,834,114
20121215,28,862,130
20121216,23,885,145
20121217,18,903,152
20121218,23,926,157
20121219,8,934,157
20121220,3,937,152
20121224,8,945,142
20121226,3,948,173
20121227,36,984,173
20121228,5,989,173
20121229,10,999,173
20110109,10,10,165
20110111,3,13,165
20110114,8,21,165
20110115,5,26,165
20110117,15,41,165
20110118,10,51,165
20110119,18,69,165
20110120,25,94,165
20110121,3,97,165
20110122,8,105,165
20110126,10,115,165
20110201,30,145,0
20110205,8,153,274
20110206,10,163,282
20110208,41,204,282
20110217,28,232,0
20110220,51,283,0
20110226,28,311,0
20110227,20,331,0
20110303,3,334,0
20110308,53,387,0
20110313,5,392,0
20110315,5,397,0
20110320,20,417,0
20110321,8,425,0
20110322,25,450,0
20110323,23,473,0
20110326,25,498,0
20110329,8,506,0
20110330,3,509,0
20110403,30,539,0
20110406,15,554,0
20110407,3,557,0
20110408,30,587,0
20110409,41,628,0
20110411,10,638,0
20110414,20,658,0
20110415,15,673,0
20110419,15,688,0
20110422,13,701,0
20110426,25,726,0
20110427,38,764,0
20110509,13,777,0
20110510,5,782,0
20110518,36,818,0
20110520,13,831,0
20111119,23,854,74
20111126,3,857,56
20111127,3,860,56
20111128,3,863,56
20111129,3,866,56
20111204,5,871,56
20111214,13,884,76
20111215,5,889,76
20111216,5,894,76
20111222,15,909,81
20111223,3,912,81
20100102,5,5,137
20100103,5,10,137
20100107,15,25,13
20100120,33,58,152
20100121,20,78,157
20100122,13,91,178
20100125,18,109,246
20100128,8,117,221
20100131,13,130,211
20100201,23,153,218
20100204,5,158,206
20100211,3,161,190
20100212,18,179,206
20100214,10,189,221
20100216,13,202,218
20100218,5,207,218
20100221,8,215,221
20100222,10,225,224
20100226,25,250,246
20100301,3,253,234
20100303,3,256,234
20100304,5,261,226
20100305,48,309,231
20100308,5,314,257
20100310,23,337,259
20100311,8,345,262
20100314,28,373,274
20100319,3,376,251
20100323,10,386,246
20100324,8,394,259
20100326,3,397,251
20100331,3,400,251
20100401,33,433,277
20100402,46,479,302
20100404,30,509,277
20100405,13,522,323
20100414,13,535,340
20100424,5,540,274
20100425,5,545,254
20100426,5,550,254
20100430,41,591,323
20100503,28,619,358
20100519,8,627,300
20100524,15,642,312
20101115,28,670,0
20101116,13,683,0
20101117,8,691,0
20101118,5,696,0
20101120,8,704,94
20101121,28,732,94
20101122,28,760,94
20101123,10,770,137
20101124,25,795,150
20101129,38,833,165
20101130,5,838,165
20101202,5,843,145
20101207,15,858,147
20101209,3,861,147
20101210,5,866,150
20101211,33,899,150
20101213,5,904,150
20101214,5,909,150
20101215,18,927,150
20101216,5,932,157
20101218,5,937,157
20101219,13,950,165
20101220,53,1003,165
20101222,20,1023,165
20101223,36,1059,165
20101227,3,1062,165
20101230,48,1110,165
20101231,5,1115,165
20090103,30,30,178
20090106,41,71,196
20090107,41,112,218
20090109,18,130,218
20090110,13,143,196
20090112,3,146,203
20090113,3,149,203
20090123,13,162,188
20090125,28,190,188
20090126,38,228,244
20090127,13,241,246
20090128,5,246,246
20090129,20,266,249
20090207,23,289,229
20090208,10,299,229
20090209,13,312,234
20090210,46,358,259
20090211,23,381,259
20090212,3,384,254
20090213,13,397,254
20090215,13,410,254
20090217,30,440,264
20090219,10,450,282
20090224,3,453,254
20090227,5,458,246
20090228,3,461,249
20090305,23,484,257
20090306,13,497,257
20090310,51,548,269
20090311,5,553,269
20090323,25,578,257
20090324,43,621,287
20090325,28,649,295
20090326,46,695,330
20090327,23,718,338
20090330,48,766,343
20090331,30,796,348
20090401,20,816,343
20090402,28,844,361
20090403,28,872,361
20090409,20,892,361
20090410,10,902,361
20090412,15,917,363
20090415,53,970,366
20090416,30,1000,401
20090417,5,1005,394
20090418,5,1010,394
20090419,5,1015,394
20090427,13,1028,340
20091113,10,1038,0
20091123,23,1061,64
20091124,5,1066,41
20091206,3,1069,61
20091207,3,1072,61
20091209,5,1077,61
20091210,5,1082,61
20091213,41,1123,61
20091215,3,1126,132
20091217,3,1129,124
20091219,8,1137,122
20091223,13,1150,119
20091224,3,1153,119
20091225,3,1156,117
20091227,3,1159,117
20091231,43,1202,135
