20170102,13,13,152
20170103,46,59,188
20170104,5,64,188
20170105,28,92,185
20170108,8,100,185
20170109,13,113,185
20170110,28,141,208
20170111,18,159,208
20170112,15,174,229
20170113,10,184,234
20170114,3,187,226
20170120,13,200,216
20170121,43,243,239
20170122,43,286,239
20170123,23,309,267
20170124,56,365,295
20170125,10,375,307
20170126,18,393,307
20170127,5,398,305
20170203,5,403,257
20170204,8,411,259
20170205,3,414,259
20170207,10,424,259
20170208,10,434,262
20170211,41,475,279
20170212,5,480,284
20170218,5,485,267
20170219,20,505,272
20170220,23,528,297
20170222,30,558,328
20170223,33,591,340
20170224,46,637,361
20170225,13,650,366
20170226,3,653,348
20170227,10,663,348
20170228,43,706,373
20170301,13,719,363
20170306,33,752,363
20170307,3,755,356
20170308,3,758,351
20170322,8,766,295
20170323,8,774,300
20170324,15,789,315
20170326,15,804,310
20170328,33,837,338
20170331,18,855,335
20160105,3,3,130
20160106,5,8,135
20160107,13,21,142
20160108,15,36,150
20160109,3,39,150
20160110,3,42,150
20160114,5,47,142
20160115,28,75,160
20160116,38,113,178
20160117,28,141,178
20160119,33,174,196
20160120,8,182,198
20160121,18,200,203
20160124,20,220,185
20160125,41,261,185
20160126,3,264,229
20160130,15,279,211
20160131,30,309,211
20160201,5,314,211
20160202,13,327,229
20160203,5,332,226
20160204,3,335,224
20160205,33,368,249
20160215,18,386,206
20160216,3,389,216
20160218,8,397,221
20160219,10,407,231
20160223,15,422,231
20160307,25,447,208
20160309,8,455,231
20160310,10,465,236
20160313,3,468,234
20160314,8,476,236
20160315,18,494,254
20160316,18,512,269
20160322,3,515,239
20160323,41,556,272
20160324,5,561,274
20160326,8,569,269
20160329,43,612,290
20160330,8,620,295
20160331,5,625,292
20160401,3,628,290
20160414,5,633,221
20160415,18,651,241
20160423,5,656,224
20160424,28,684,224
20160425,5,689,224
20160426,8,697,251
20160427,30,727,259
20160428,15,742,269
20160430,3,745,259
20160509,8,753,257
20161127,13,766,56
20161128,33,799,56
20161129,58,857,56
20161202,3,860,99
20161205,5,865,84
20161206,3,868,84
20161207,8,876,81
20161208,3,879,84
20161209,13,892,89
20161210,5,897,94
20161211,30,927,94
20161212,3,930,94
20161215,13,943,119
20161216,25,968,137
20161217,43,1011,173
20161221,3,1014,147
20161224,5,1019,142
20161225,41,1060,142
20161226,18,1078,175
20150104,3,3,168
20150111,8,11,152
20150113,46,57,196
20150114,3,60,188
20150117,5,65,180
20150118,3,68,180
20150129,3,71,160
20150131,3,74,160
20150202,5,79,163
20150203,8,87,168
20150204,5,92,170
20150205,5,97,178
20150208,3,100,173
20150210,10,110,178
20150220,5,115,165
20150221,23,138,185
20150222,10,148,193
20150226,8,156,178
20150227,18,174,180
20150301,10,184,180
20150302,5,189,193
20150303,28,217,216
20150304,23,240,231
20150313,5,245,198
20150323,8,253,178
20150324,15,268,190
20150325,3,271,190
20150403,5,276,175
20150407,5,281,173
20150408,20,301,173
20150409,5,306,175
20150415,48,354,206
20150416,64,418,206
20150417,3,421,206
20150418,3,424,224
20150425,18,442,196
20150426,15,457,208
20150507,5,462,0
20150510,25,487,0
20151111,33,520,56
20151116,13,533,69
20151117,23,556,76
20151120,8,564,61
20151126,15,579,61
20151128,5,584,56
20151129,5,589,56
20151130,3,592,56
20151205,3,595,51
20151208,3,598,53
20151211,13,611,53
20151213,5,616,61
20151214,15,631,71
20151215,41,672,104
20151216,13,685,109
20151217,36,721,122
20151220,23,744,109
20151221,18,762,109
20151222,23,785,135
20151223,48,833,140
20151224,30,863,168
20151225,10,873,163
20151226,15,888,165
20151227,3,891,165
20151230,5,896,142
20140104,10,10,109
20140107,3,13,119
20140108,23,36,122
20140109,41,77,142
20140110,8,85,165
20140112,36,121,165
20140113,8,129,183
20140130,33,162,168
20140201,18,180,173
20140202,3,183,173
20140204,13,196,185
20140205,5,201,185
20140207,25,226,185
20140209,10,236,213
20140210,20,256,216
20140211,5,261,224
20140212,10,271,224
20140213,10,281,229
20140214,10,291,236
20140217,8,299,244
20140219,8,307,229
20140220,13,320,241
20140221,8,328,241
20140222,3,331,241
20140223,3,334,241
20140227,18,352,221
20140228,15,367,251
20140301,20,387,267
20140302,8,395,267
20140304,8,403,259
20140307,13,416,262
20140308,3,419,269
20140311,36,455,274
20140315,8,463,277
20140318,28,491,295
20140319,10,501,295
20140323,3,504,290
20140326,8,512,267
20140327,20,532,282
20140328,18,550,282
20140331,33,583,292
20140401,36,619,310
20140402,33,652,330
20140404,3,655,320
20140406,8,663,320
20140407,13,676,320
20140413,5,681,287
20140414,10,691,287
20140423,10,701,257
20140426,15,716,249
20140427,25,741,264
20140428,28,769,295
20140507,3,772,259
20140508,25,797,274
20140509,3,800,272
20140510,18,818,279
20140511,15,833,297
20141122,20,853,36
20141123,43,896,36
20141124,13,909,107
20141125,23,932,107
20141126,8,940,107
20141201,3,943,107
20141204,3,946,107
20141213,18,964,74
20141214,15,979,74
20141215,8,987,99
20141219,5,992,91
20141220,5,997,91
20141221,36,1033,91
20141222,33,1066,127
20141225,15,1081,163
20141226,30,1111,163
20141227,3,1114,163
20141228,38,1152,163
20141229,13,1165,196
20141230,18,1183,193
20130111,28,28,157
20130112,10,38,163
20130125,8,46,145
20130127,3,49,152
20130128,30,79,170
20130129,8,87,170
20130130,46,133,203
20130131,25,158,203
20130208,3,161,183
20130209,13,174,188
20130210,15,189,201
20130211,15,204,196
20130213,3,207,190
20130214,3,210,190
20130215,3,213,193
20130221,13,226,180
20130222,13,239,196
20130223,18,257,206
20130224,38,295,224
20130225,18,313,221
20130227,28,341,224
20130228,3,344,218
20130304,13,357,216
20130305,8,365,216
20130307,8,373,211
