20140408,1,546,258
20140409,1,547,250
20140416,6,553,234
20140417,6,559,242
20140418,5,564,243
20140420,3,567,245
20140422,4,571,198
20140423,3,574,196
20140424,6,580,199
20140425,6,586,193
20140427,11,597,192
20140504,6,603,182
20140509,2,605,172
20140510,4,609,168
20141123,13,622,0
20141124,9,631,0
20141125,16,647,0
20141126,21,668,0
20141128,1,669,0
20141129,6,675,0
20141202,1,676,0
20141205,7,683,0
20141206,5,688,20
20141208,2,690,20
20141209,9,699,20
20141210,8,707,15
20141211,10,717,15
20141212,24,741,15
20141217,4,745,15
20141218,2,747,15
20141219,14,761,15
20141220,14,775,15
20141221,24,799,15
20141222,8,807,15
20141223,5,812,15
20141224,4,816,15
20141227,2,818,15
20141228,2,820,15
20130104,2,2,100
20130105,1,3,100
20130107,11,14,100
20130108,6,20,100
20130109,36,56,100
20130110,16,72,100
20130125,11,83,176
20130127,3,86,190
20130128,1,87,189
20130205,11,98,186
20130207,19,117,192
20130208,1,118,198
20130214,1,119,185
20130215,1,120,186
20130217,1,121,186
20130219,2,123,188
20130222,5,128,188
20130227,10,138,220
20130301,40,178,245
20130302,48,226,275
20130303,16,242,285
20130307,4,246,255
20130308,1,247,255
20130317,10,257,260
20130318,5,262,262
20130320,12,274,268
20130405,2,276,228
20130406,8,284,228
20130410,15,299,242
20130411,1,300,242
20130421,1,301,238
20130422,2,303,196
20130429,3,306,191
20130523,8,314,122
20131116,5,319,60
20131117,10,329,61
20131118,3,332,67
20131119,10,342,76
20131120,2,344,76
20131130,7,351,67
20131201,4,355,70
20131202,19,374,80
20131209,1,375,79
20131210,1,376,79
20131212,4,380,79
20131217,1,381,85
20131218,1,382,84
20131220,7,389,90
20131222,1,390,90
20131223,6,396,96
20131226,1,397,92
20131227,3,400,90
20120103,3,3,165
20120104,36,39,193
20120105,28,67,193
20120106,3,70,102
20120107,3,73,102
20120108,3,76,102
20120109,5,81,198
20120110,3,84,201
20120114,8,92,102
20120117,3,95,102
20120118,3,98,102
20120120,3,101,102
20120121,23,124,102
20120122,5,129,102
20120123,28,157,221
20120124,10,167,231
20120125,20,187,244
20120126,15,202,244
20120130,10,212,229
20120131,8,220,229
20120201,13,233,251
20120209,5,238,190
20120210,3,241,190
20120211,3,244,190
20120212,3,247,190
20120213,3,250,190
20120216,2,252,190
20120217,5,257,190
20120218,25,282,190
20120219,3,285,190
20120220,5,290,190
20120221,3,293,190
20120222,5,298,190
20120223,5,303,190
20120224,8,311,190
20120226,15,326,190
20120229,10,336,190
20120301,3,339,190
20120302,3,342,190
20120303,3,345,190
20120304,3,348,190
20120305,18,366,190
20120306,18,384,190
20120310,33,417,229
20120311,30,447,229
20120312,10,457,229
20120313,43,500,305
20120314,10,510,305
20120315,36,546,305
20120316,20,566,305
20120317,10,576,305
20120318,13,589,305
20120319,13,602,305
20120320,13,615,305
20120321,13,628,305
20120328,15,643,305
20120329,52,695,305
20120330,23,718,356
20120401,13,731,356
20120402,8,739,356
20120403,43,782,356
20120404,30,812,356
20120412,5,817,305
20120420,20,837,124
20120427,3,840,115
20120502,3,843,114
20120503,3,846,114
20120504,3,849,114
20121118,32,881,0
20121119,25,906,0
20121120,12,918,0
20121121,25,943,0
20121122,2,945,0
20121123,25,970,0
20121124,8,978,25
20121129,23,1001,25
20121201,40,1041,25
20121202,28,1069,40
20121203,22,1091,40
20121205,14,1105,40
20121206,5,1110,40
20121207,8,1118,40
20121210,1,1119,40
20121211,2,1121,40
20121213,1,1122,40
20121215,1,1123,40
20121216,14,1137,40
20121217,20,1157,40
20121218,6,1163,169
20121219,18,1181,169
20121220,48,1229,100
20121221,14,1243,100
20121225,2,1245,100
20121227,1,1246,100
20121228,1,1247,100
20110227,5,5,282
20110228,13,18,292
20110301,10,28,295
20110302,13,41,302
20110303,18,59,305
20110304,10,69,307
20110305,18,87,318
20110306,18,105,320
20110308,3,108,302
20110309,3,111,302
20110310,36,147,330
20110311,13,160,335
20110312,28,188,353
20110313,15,203,345
20110314,36,239,368
20110315,13,252,373
20110316,33,285,391
20110317,3,288,384
20110319,5,293,366
20110320,8,301,368
20110322,8,309,356
20110328,3,312,338
20110329,8,320,348
20110330,8,328,348
20110331,10,338,345
20110401,5,343,340
20110402,8,351,345
20110404,8,359,343
20110405,10,369,348
20110406,8,377,351
20110407,5,382,351
20110411,28,410,366
20110412,5,415,368
20110413,8,423,371
20110414,10,433,376
20110415,10,443,377
20110416,1,444,368
20110417,3,447,368
20110420,3,450,358
20110421,5,455,365
20110425,3,458,348
20110429,1,459,340
20110503,1,460,328
20110507,3,463,318
20110512,15,478,318
20110513,9,487,318
20110517,3,490,302
20111117,23,513,76
20111118,58,571,196
20111119,7,578,70
20111121,5,583,71
20111122,71,654,135
20111123,18,672,132
20111124,20,692,135
20111125,7,699,135
20111126,15,714,356
20111127,13,727,135
20111128,10,737,140
20111130,18,755,145
20111207,1,756,124
20111208,3,759,124
20111215,10,769,127
20111216,1,770,127
20111217,8,778,127
20111223,1,779,127
20111224,13,792,127
20111226,20,812,127
20111227,15,827,140
20111228,23,850,157
20111230,15,865,170
20111231,3,868,165
20100101,8,8,221
20100102,10,18,244
20100103,3,21,241
20100104,5,26,241
20100105,5,31,244
20100110,3,34,224
20100111,15,49,234
20100113,5,54,244
20100115,46,100,274
20100117,8,108,284
20100118,15,123,292
20100119,18,141,297
20100120,10,151,305
20100121,3,154,302
20100125,8,162,279
20100126,15,177,290
20100127,3,180,292
20100129,2,182,279
20100131,3,185,272
20100202,3,188,269
20100203,3,191,269
20100205,3,194,269
20100207,3,197,267
20100211,3,200,265
20100212,25,225,286
20100213,12,237,293
20100214,18,255,303
20100215,10,265,305
20100217,17,282,307
20100224,3,285,287
20100225,7,292,289
20100226,2,294,290
20100227,12,306,290
20100228,3,309,295
20100303,3,312,290
20100308,8,320,292
20100310,3,323,292
20100312,28,351,330
20100315,10,361,328
20100316,3,364,315
20100317,15,379,330
20100321,8,387,320
20100322,8,395,325
20100323,8,403,323
20100326,2,405,314
20100328,10,415,320
20100329,36,451,351
20100330,28,479,368
20100331,7,486,366
20100403,25,511,386
20100404,3,514,376
20100406,10,524,376
20100407,3,527,376
20100409,5,532,389
20100413,5,537,368
20100424,8,545,320
20100503,13,558,241
20100505,1,559,248
20100508,5,564,244
20101119,10,574,15
20101120,13,587,15
20101126,23,610,64
20101127,23,633,64
20101128,5,638,64
20101201,13,651,76
20101202,13,664,76
20101203,10,674,76
20101207,3,677,76
20101208,20,697,76
20101209,23,720,76
20101210,13,733,157
20101212,23,756,165
20090101,10,10,124
20090104,5,15,117
20090105,33,48,137
20090107,18,66,142
20090108,8,74,142
20090111,5,79,150
20090127,3,82,122
20090128,3,85,122
20090202,23,108,142
20090206,3,111,135
20090209,10,121,142
20090213,1,122,137
20090223,20,142,155
20090224,25,167,165
20090225,13,180,165
20090227,1,181,182
20090228,3,184,178
20090301,18,202,190
20090302,10,212,188
20090303,8,220,190
20090314,15,235,188
